geoname,state,county,place,tract,bg,geonum,b25077001,b25077_moe001
"Telluride town, Colorado",8,,76795,,,10876795,410800,155984
"Leadville city, Colorado",8,,44320,,,10844320,218300,16675
"Allenspark CDP, Colorado",8,,1420,,,10801420,412500,87624
"Louisville city, Colorado",8,,46355,,,10846355,587000,13623
"Ward town, Colorado",8,,82735,,,10882735,230000,124842
"Fountain city, Colorado",8,,27865,,,10827865,229200,7532
"Crested Butte town, Colorado",8,,18310,,,10818310,568500,240751
"Estes Park town, Colorado",8,,25115,,,10825115,413100,38310
"Loveland city, Colorado",8,,46465,,,10846465,313900,5695
"Dinosaur town, Colorado",8,,20495,,,10820495,115900,76561
"Black Forest CDP, Colorado",8,,6970,,,10806970,547000,28105
"Otis town, Colorado",8,,56365,,,10856365,93100,25205
"Naturita town, Colorado",8,,53120,,,10853120,124400,22716
"Grand View Estates CDP, Colorado",8,,31935,,,10831935,557600,90317
